geneID,GeneName,Chrom,Strand,Start,End,GeneLength,BC_1_fpkm,BC_2_fpkm,BC_3_fpkm,BC_DOX_1_fpkm,BC_DOX_2_fpkm,BC_DOX_3_fpkm,GeneType,GeneDescription
ENSG00000227182,VN1R28P,chr7,-,57482534,57483429,896,0,0,0,0,0,0,pseudogene,vomeronasal_1_receptor_28_pseudogene
ENSG00000227183,HDGFP1,chrX,+,130780647,130780899,253,0,0,0,0,0,0,pseudogene,hepatoma-derived_growth_factor_pseudogene_1
ENSG00000184988,TMEM106A,chr17,+,41363854,41372061,3267,0.025472397,0,0,0.022816455,0.036870437,0.030810463,protein_coding,transmembrane_protein_106A
ENSG00000228985,TRDD3,chr14,+,22918105,22918117,13,0,0,0,0,0,0,TR_D_gene,T_cell_receptor_delta_diversity_3
ENSG00000216753,HMGA1P7,chr6,-,134436373,134436874,502,0,0,0,0,0,0,pseudogene,high_mobility_group_AT-hook_1_pseudogene_7
ENSG00000124785,NRN1,chr6,-,5998232,6007200,1624,76.19805728,68.58322179,60.63728082,86.93432016,92.61640364,91.60850002,protein_coding,neuritin_1
ENSG00000124786,SLC35B3,chr6,-,8413301,8435794,2137,12.50027207,12.90377795,13.41885772,17.58018038,18.15008943,18.65254201,protein_coding,solute_carrier_family_35_member_B3
ENSG00000124782,RREB1,chr6,+,7107830,7252213,9067,11.36714371,10.4102996,10.55126802,14.53914142,13.51977156,14.21553896,protein_coding,ras_responsive_element_binding_protein_1
ENSG00000169136,ATF5,chr19,+,50431959,50437192,2069,22.72515805,20.40543628,22.76559587,15.50993499,14.6130426,16.49250295,protein_coding,activating_transcription_factor_5
ENSG00000179361,ARID3B,chr15,+,74833518,74890472,4271,3.166232112,2.834888238,3.04279185,2.024537056,2.2562532,2.073960419,protein_coding,AT_rich_interactive_domain_3B_(BRIGHT-like)
ENSG00000179364,PACS2,chr14,+,105766900,105864484,6332,11.88082173,12.56420361,11.87112872,12.97881388,12.14956597,12.54248124,protein_coding,phosphofurin_acidic_cluster_sorting_protein_2
ENSG00000182885,GPR97,chr16,+,57702099,57723975,2728,0.015252625,0.06971224,0.067096382,0.040986818,0.044155322,0,protein_coding,G_protein-coupled_receptor_97
ENSG00000254047,CTC-436K13.4,chr5,-,157615985,157616919,935,0,0,0,0,0,0,pseudogene,-
ENSG00000263990,CTC-542B22.2,chr17,+,30200945,30213685,488,0,0.129900949,0,0,0,0.103132975,lincRNA,-
ENSG00000122694,GLIPR2,chr9,+,36136732,36163910,2702,9.147239703,8.140972287,9.483882355,3.200147212,3.4772561,3.259643249,protein_coding,GLI_pathogenesis-related_2
ENSG00000158483,FAM86C1,chr11,+,71498556,71512282,2110,3.312956901,3.034387668,3.238603491,2.137323357,2.188374018,2.576075976,protein_coding,family_with_sequence_similarity_86_member_C1
ENSG00000248275,CTC-338M12.3,chr5,+,180688213,180699308,807,11.54950691,11.31152354,10.28223643,7.158556883,7.711952187,6.92256132,antisense,-
ENSG00000253405,EVX1-AS,chr7,-,27281048,27286848,576,0,0,0,0,0.06970817,0,antisense,EVX1_antisense_RNA
ENSG00000006453,BAIAP2L1,chr7,-,97920963,98030380,3622,16.61149832,14.68404346,16.60927521,24.89171038,24.31063767,25.62299183,protein_coding,BAI1-associated_protein_2-like_1
ENSG00000174944,P2RY14,chr3,-,150929905,150996255,2513,0,0,0,0,0,0,protein_coding,purinergic_receptor_P2Y_G-protein_coupled_14
ENSG00000176540,OR4C5,chr11,-,48387037,48388017,981,0,0,0,0,0,0,protein_coding,olfactory_receptor_family_4_subfamily_C_member_5
ENSG00000269316,CTC-457E21.4,chr19,+,22792408,22793403,996,0,0,0,0,0,0,pseudogene,-
ENSG00000136811,ODF2,chr9,+,131217465,131263239,3707,16.75815416,16.74141846,15.88279534,8.24439105,8.632605612,8.580485458,protein_coding,outer_dense_fiber_of_sperm_tails_2
ENSG00000136810,TXN,chr9,-,113006091,113018920,869,474.6029972,484.738322,502.6373978,410.963931,417.7831222,408.1331418,protein_coding,thioredoxin
ENSG00000099203,TMED1,chr19,-,10943114,10946994,1340,4.8751032,4.446877864,4.32554684,4.700555914,4.404724006,4.657300431,protein_coding,transmembrane_emp24_protein_transport_domain_containing_1
ENSG00000235989,MORC2-AS1,chr22,+,31318295,31328436,2170,0.69029023,0.7303187,0.731031055,0.669841715,0.83264321,0.811756319,antisense,MORC2_antisense_RNA_1
ENSG00000248587,GDNF-AS1,chr5,+,37840540,37875901,2913,0,0,0,0,0,0,lincRNA,GDNF_antisense_RNA_1_(head_to_head)
ENSG00000248588,CTC-458G6.4,chr5,+,92161962,92179711,585,0.213380313,0,0,0.127421128,0.068635737,0.430161468,lincRNA,-
ENSG00000105278,ZFR2,chr19,-,3804022,3869030,4756,0,0,0,0,0,0.031746568,protein_coding,zinc_finger_RNA_binding_protein_2
ENSG00000237722,MTND1P29,chr2,+,131028169,131029845,561,0,0,0,0,0,0,pseudogene,MT-ND1_pseudogene_29
ENSG00000172046,USP19,chr3,-,49145479,49158371,4719,17.06160769,18.00059942,18.30777171,16.49892998,15.53663492,16.81895789,protein_coding,ubiquitin_specific_peptidase_19
ENSG00000188234,AGAP4,chr10,-,46321042,46349323,2439,1.535393398,1.897331452,1.225762955,1.115522608,1.004209209,1.320643326,protein_coding,ArfGAP_with_GTPase_domain_ankyrin_repeat_and_PH_domain_4
ENSG00000233111,RAB1C,chr9,-,37636685,37637290,606,0.137323964,0,0,0,0.06625727,0,pseudogene,RAB1C_member_RAS_oncogene_family_pseudogene
ENSG00000077238,IL4R,chr16,+,27324989,27376099,3685,9.857475608,9.702278977,9.122971518,11.12557613,11.90937128,11.34960897,protein_coding,interleukin_4_receptor
ENSG00000271464,DPRXP7,chrX,-,111563180,111563645,466,0,0,0,0,0,0,pseudogene,divergent-paired_related_homeobox_pseudogene_7
ENSG00000173020,ADRBK1,chr11,+,67033881,67054027,4493,51.89800549,51.58244393,50.27154216,36.89739256,37.53349762,36.94295237,protein_coding,adrenergic_beta_receptor_kinase_1
ENSG00000116774,OLFML3,chr1,+,114522063,114524876,2063,0.020169249,0.030727903,0,0,0,0,protein_coding,olfactomedin-like_3
ENSG00000112851,ERBB2IP,chr5,+,65222303,65378377,8647,19.66173611,17.68984425,18.26085153,28.26658027,28.48756132,27.51879267,protein_coding,erbb2_interacting_protein
ENSG00000151702,FLI1,chr11,+,128555046,128683161,5370,0,0,0,0,0,0,protein_coding,Friend_leukemia_virus_integration_1
ENSG00000103194,USP10,chr16,+,84733584,84813528,3070,45.28215216,48.09093926,46.14727407,38.22976267,37.31380702,38.26307276,protein_coding,ubiquitin_specific_peptidase_10
ENSG00000267383,CTC-260E6.6,chr19,-,20236186,20432114,1268,0.656295916,0.599921103,1.732229616,0.38211265,0.474983114,0.357223995,antisense,-
ENSG00000267389,CTC-459F4.7,chr19,-,28303715,28387623,819,0,0,0,0.045507546,0,0,pseudogene,-
ENSG00000214922,HLA-F-AS1,chr6,-,29694378,29716826,2835,0.572401158,0.380126375,0.796289287,0.276079111,0.354073244,0.550333561,processed_transcript,HLA-F_antisense_RNA_1
ENSG00000114841,DNAH1,chr3,+,52350335,52434507,13300,0.378549511,0.314575171,0.357820464,2.02046318,1.968349071,2.281828702,protein_coding,dynein_axonemal_heavy_chain_1
ENSG00000251586,TET2-AS1,chr4,-,106092511,106099220,537,0,0,0,0,0,0,antisense,TET2_antisense_RNA_1
ENSG00000165264,NDUFB6,chr9,-,32552997,32573160,1366,38.59356302,45.89630665,46.36271566,29.27631015,29.5113569,29.43834884,protein_coding,NADH_dehydrogenase_(ubiquinone)_1_beta_subcomplex_6_17kDa
ENSG00000196301,HLA-DRB9,chr6,-,32427598,32441277,343,0,0.369630689,0,0,0,0,pseudogene,major_histocompatibility_complex_class_II_DR_beta_9_(pseudogene)
ENSG00000196305,IARS,chr9,-,94972489,95056038,4656,84.46945671,84.42691223,86.81507071,57.1387702,57.3647934,58.2089953,protein_coding,isoleucyl-tRNA_synthetase
ENSG00000164796,CSMD3,chr8,-,113235157,114449328,13212,0,0,0,0.002820972,0.006078097,0,protein_coding,CUB_and_Sushi_multiple_domains_3
ENSG00000183704,SLC9B1P1,chrY,-,13496241,13524717,908,0,0,0,0,0,0,protein_coding,solute_carrier_family_9_subfamily_B_(NHA1_cation_proton_antiporter_1)_member_1_pseudogene_1
ENSG00000125084,WNT1,chr12,+,49372398,49375459,1185,0,0,0,0,0,0,protein_coding,wingless-type_MMTV_integration_site_family_member_1
ENSG00000250237,CTC-498J12.1,chr5,-,68334345,68339648,438,0,0,0,0.170185754,0.641697126,0.689436873,lincRNA,-
ENSG00000211833,TRAJ58,chr14,+,22946696,22946758,63,0,0,0,0,0,0,TR_J_gene,T_cell_receptor_alpha_joining_58_(non-functional)
ENSG00000230077,MTAPP2,chr3,-,189686819,189687650,832,0,0,0,0,0,0,pseudogene,methylthioadenosine_phosphorylase_pseudogene_2
ENSG00000254997,KRTAP5-9,chr11,+,71259466,71260653,1188,0.035024546,0.053359986,0,0.125490505,0.168989503,0.084728774,protein_coding,keratin_associated_protein_5-9
ENSG00000178750,STX19,chr3,-,93733213,93747454,1158,4.491489753,4.160420035,4.37312353,19.2468624,21.32419873,21.51364544,protein_coding,syntaxin_19
ENSG00000003402,CFLAR,chr2,+,201980827,202029033,4415,4.26929784,4.321832529,4.132022643,6.196303316,6.320628449,6.497727815,protein_coding,CASP8_and_FADD-like_apoptosis_regulator
ENSG00000003400,CASP10,chr2,+,202047604,202094129,5928,0.266725391,0.363582414,0.339647136,0.685307713,0.806018354,0.99333339,protein_coding,caspase_10_apoptosis-related_cysteine_peptidase
ENSG00000132846,ZBED3,chr5,-,76367897,76383148,6172,10.82026953,9.058886409,11.35837816,9.003659093,8.977581035,8.839358177,protein_coding,zinc_finger_BED-type_containing_3
ENSG00000179083,FAM133A,chrX,+,92929012,92967273,3416,0.133987345,0.037114557,0.071443766,0.098195586,0.047016283,0.029466564,protein_coding,family_with_sequence_similarity_133_member_A
ENSG00000162959,MEMO1,chr2,-,32092878,32236299,1756,3.388445349,3.790503777,3.196579634,3.947805516,3.681353559,3.23870431,protein_coding,mediator_of_cell_motility_1
ENSG00000268955,LRLE1,chr8,-,8046158,8046331,174,0,0,0,0,0,0,protein_coding,Liver-related_low_express_protein_1;_Uncharacterized_protein_
ENSG00000137561,TTPA,chr8,-,63961112,63998612,2338,4.057694065,4.229726029,4.671224461,0.988358495,1.099111197,1.270061854,protein_coding,tocopherol_(alpha)_transfer_protein
ENSG00000268379,CTC-360J11.4,chr19,+,57686601,57689289,2072,0,0,0,0,0,0,pseudogene,-
ENSG00000072195,SPEG,chr2,+,220299568,220363009,10782,0.027013924,0,0.039611467,0.034567501,0.048411684,0.032675036,protein_coding,SPEG_complex_locus
ENSG00000130032,PRRG3,chrX,+,150863596,150874396,5977,0,0,0,0,0,0,protein_coding,proline_rich_Gla_(G-carboxyglutamic_acid)_3_(transmembrane)
ENSG00000145945,FAM50B,chr6,+,3849620,3851551,1932,1.852167625,1.607759573,1.768492072,1.54329938,1.392431519,1.146206645,protein_coding,family_with_sequence_similarity_50_member_B
ENSG00000231068,KRTAP21-3,chr21,-,32090843,32091095,253,0,0,0,0,0,0,protein_coding,keratin_associated_protein_21-3
ENSG00000247381,PDX1-AS1,chr13,-,28407581,28495541,1477,0.028171402,0,0,0.050468084,0.054369541,0,antisense,PDX1_antisense_RNA_1
ENSG00000022840,RNF10,chr12,+,120971283,121015397,3825,44.17641912,44.24986684,45.36494252,39.20972979,40.72925357,39.77627184,protein_coding,ring_finger_protein_10
ENSG00000231442,LARP1BP1,chr4,+,64215832,64217190,1359,0,0,0,0,0,0,pseudogene,La_ribonucleoprotein_domain_family_member_1B_pseudogene_1
ENSG00000131871,VIMP,chr15,-,101811022,101817705,2444,31.8878718,26.87142514,27.86026258,46.92384715,51.91490289,49.95822071,protein_coding,VCP-interacting_membrane_protein
ENSG00000078304,PPP2R5C,chr14,+,102228135,102394326,4481,83.62689235,84.99377646,89.40218781,122.2754446,122.5345488,121.6721456,protein_coding,protein_phosphatase_2_regulatory_subunit_B'_gamma
ENSG00000258223,PRSS58,chr7,-,141951963,141957878,1123,0,0,0,0,0,0,protein_coding,protease_serine_58
ENSG00000251463,FKBP4P1,chr4,-,119114560,119115906,1347,0,0,0,0,0,0,pseudogene,FK506_binding_protein_4_59kDa_pseudogene_1
ENSG00000239389,PCDHA13,chr5,+,140261793,140391929,5260,0,0,0,0,0,0,protein_coding,protocadherin_alpha_13
ENSG00000217566,TDGF1P4,chr6,+,3941516,3942035,520,0,0,0,0,0,0,pseudogene,teratocarcinoma-derived_growth_factor_1_pseudogene_4
ENSG00000213671,OLA1P2,chr17,+,20678955,20680218,1264,0,0,0,0,0,0,pseudogene,Obg-like_ATPase_1_pseudogene_2
ENSG00000152240,HAUS1,chr18,+,43684298,43708299,1125,43.97626001,47.27609369,49.40695251,17.55863148,18.38065026,18.16313783,protein_coding,HAUS_augmin-like_complex_subunit_1
ENSG00000224674,EIF3EP2,chr2,+,162944769,162946582,1814,0,0,0,0,0,0,pseudogene,eukaryotic_translation_initiation_factor_3_subunit_E_pseudogene_2
ENSG00000106733,NMRK1,chr9,-,77675489,77703133,2050,8.200049304,8.782064557,6.428684351,10.0539932,10.1652874,10.48313989,protein_coding,nicotinamide_riboside_kinase_1
ENSG00000124116,WFDC3,chr20,-,44376583,44420571,1000,0.208045805,0.253566653,0.061012976,0.1863534,0.160607624,0.150986675,protein_coding,WAP_four-disulfide_core_domain_3
ENSG00000197363,ZNF517,chr8,+,146024261,146036554,3191,2.073286309,2.483220901,1.873792446,1.810390287,1.900011843,1.719163022,protein_coding,zinc_finger_protein_517
ENSG00000217527,RPS16P5,chr6,-,53201741,53202144,404,0,0,0,0,0,0,pseudogene,ribosomal_protein_S16_pseudogene_5
ENSG00000213639,PPP1CB,chr2,+,28974506,29025806,4893,80.17395679,74.84439774,78.76946095,74.35093148,77.18553585,75.66305493,protein_coding,protein_phosphatase_1_catalytic_subunit_beta_isozyme
ENSG00000226520,KIRREL-IT1,chr1,+,157995340,158000956,587,0,0,0,0,0,0,sense_intronic,KIRREL_intronic_transcript_1_(non-protein_coding)
ENSG00000226529,MTND1P1,chrY,+,8239704,8240071,368,0,0,0,0,0,0,pseudogene,MT-ND1_pseudogene_1
ENSG00000250415,CTC-461F20.1,chr5,+,16617334,16621385,704,0,0.090044976,0,0,0,0,antisense,-
ENSG00000267174,CTC-510F12.4,chr19,-,11411453,11435117,655,1.334034172,1.645279808,1.304094154,1.707054047,1.777717971,2.535654089,3prime_overlapping_ncrna,-
ENSG00000185982,DEFB128,chr20,-,168494,170322,373,0,0,0,0,0,0,protein_coding,defensin_beta_128
ENSG00000225697,SLC26A6,chr3,-,48663156,48672926,5682,6.056102817,6.303465275,5.583728928,6.611905221,6.133730082,7.165799619,protein_coding,solute_carrier_family_26_member_6
ENSG00000259637,DNM1P42,chr15,-,83200404,83202890,433,0,0,0,0,0,0,pseudogene,DNM1_pseudogene_42
ENSG00000253998,IGKV2-29,chr2,-,89533655,89534393,372,0,0,0,0,0,0,IG_V_pseudogene,immunoglobulin_kappa_variable_2-29_(gene/pseudogene)
ENSG00000227344,HAUS6P1,chr7,+,53255081,53256631,1551,0.134136561,0.040871479,0.118013494,0.048060193,0.103551015,0,pseudogene,HAUS_augmin-like_complex_subunit_6_pseudogene_1
ENSG00000186675,MAGEE2,chrX,-,75002823,75005079,2257,0,0,0,0,0,0,protein_coding,melanoma_antigen_family_E_2
ENSG00000186676,EEF1GP1,chr7,+,124673507,124675355,1299,0,0,0,0,0,0,pseudogene,eukaryotic_translation_elongation_factor_1_gamma_pseudogene_1
ENSG00000254413,CHKB-CPT1B,chr22,-,51007298,51021394,4906,0,0,0,0,0,0,protein_coding,CHKB-CPT1B_readthrough_(non-protein_coding)
ENSG00000251421,CTC-369A16.2,chr5,+,123731296,123736088,675,0,0,0,0,0,0,lincRNA,-
ENSG00000196119,OR8A1,chr11,+,124439893,124441037,1145,0,0,0,0,0,0,protein_coding,olfactory_receptor_family_8_subfamily_A_member_1
ENSG00000267477,CTC-398G3.6,chr19,-,11577055,11616513,727,0,0,0,0,0,0,protein_coding,-
ENSG00000171295,ZNF440,chr19,+,11925099,11946016,4189,8.880064454,7.611842104,8.840982747,6.450523519,6.278228304,6.66806754,protein_coding,zinc_finger_protein_440
ENSG00000237958,OR2Q1P,chr7,+,143677998,143678913,916,0,0,0,0,0,0,pseudogene,olfactory_receptor_family_2_subfamily_Q_member_1_pseudogene
ENSG00000248663,CTC-504A5.1,chr5,+,116751205,116881993,617,7.350726997,7.397406399,6.724282659,6.705098028,8.394806907,6.52562616,lincRNA,-
ENSG00000237952,RPL7AP73,chr13,+,23377435,23377787,353,0,0,0,0,0,0,pseudogene,ribosomal_protein_L7a_pseudogene_73
ENSG00000243873,HMGB1P36,chr3,+,70803005,70803724,576,0,0,0,0,0,0,pseudogene,high_mobility_group_box_1_pseudogene_36
ENSG00000163961,RNF168,chr3,-,196195654,196230639,5347,10.71550679,10.96639021,10.47501635,5.806335602,4.986135313,6.042855528,protein_coding,ring_finger_protein_168_E3_ubiquitin_protein_ligase
ENSG00000040731,CDH10,chr5,-,24487209,24645087,3438,0,0,0,0,0,0,protein_coding,cadherin_10_type_2_(T2-cadherin)
ENSG00000270904,CTC-224D3.1,chr5,+,150698983,150699337,355,0,0,0,0,0,0,pseudogene,-
ENSG00000234734,SPATA31A7,chr9,-,65503363,65509610,4226,0,0,0,0,0,0,protein_coding,SPATA31_subfamily_A_member_7
ENSG00000172748,ZNF596,chr8,+,182137,197342,2868,2.277767883,2.43133994,1.74444354,2.495108286,2.953993077,2.983232775,protein_coding,zinc_finger_protein_596
ENSG00000179299,NSUN7,chr4,+,40751914,40812002,3698,0.067510808,0,0,0.020157209,0.010857736,0.02721952,protein_coding,NOP2/Sun_domain_family_member_7
ENSG00000179292,TMEM151A,chr11,+,66059341,66064135,2562,2.160038416,1.929956958,2.286200524,2.822213866,2.867993279,2.946656426,protein_coding,transmembrane_protein_151A
ENSG00000223698,GOLGA6L11P,chrY,+,26314334,26320641,1298,0,0,0,0,0,0,pseudogene,golgin_A6_family-like_11_pseudogene
ENSG00000237541,HLA-DQA2,chr6,+,32709119,32714992,1524,0,0,0,0,0,0,protein_coding,major_histocompatibility_complex_class_II_DQ_alpha_2
ENSG00000232472,EEF1B2P3,chrX,-,24806509,24807186,678,3.559485755,4.113913244,3.329616711,3.683090799,4.145477011,4.305421419,pseudogene,eukaryotic_translation_elongation_factor_1_beta_2_pseudogene_3
ENSG00000234736,FAM170B-AS1,chr10,+,50329884,50359592,2000,0,0,0,0,0,0,antisense,FAM170B_antisense_RNA_1
ENSG00000224476,RPL36P16,chr19,+,41675766,41676071,306,0.271955301,1.03581149,0,0.121799608,0,0,pseudogene,ribosomal_protein_L36_pseudogene_16
ENSG00000264054,RPL31P9,chr18,-,64804848,64804988,141,0,0,0,0,0,0,pseudogene,ribosomal_protein_L31_pseudogene_9
ENSG00000103253,HAGHL,chr16,+,776936,785525,2199,29.83976672,30.75893797,28.27295272,20.67768515,19.50078922,19.08790165,protein_coding,hydroxyacylglutathione_hydrolase-like
ENSG00000270011,ZNF177,chr19,+,9434850,9493293,2470,0,0,0,0,0,0,protein_coding,Zinc_finger_protein_177_
ENSG00000231929,HMGB3P31,chrX,-,134095741,134096335,595,0,0,0,0,0,0,pseudogene,high_mobility_group_box_3_pseudogene_31
ENSG00000246100,CTC-774J1.2,chr11,-,115624966,115631345,3322,0,0,0,0,0,0,lincRNA,-
ENSG00000134308,YWHAQ,chr2,-,9724101,9771143,2216,390.5740792,395.7401933,409.4972921,252.9898777,257.8346665,257.5267616,protein_coding,tyrosine_3-monooxygenase/tryptophan_5-monooxygenase_activation_protein_theta_polypeptide
ENSG00000105341,ATP5SL,chr19,-,41937223,41946622,2317,25.55452577,25.41685589,26.46441147,35.06693244,34.86648022,34.97173748,protein_coding,ATP5S-like
ENSG00000258524,NT5CP1,chr14,-,74037863,74038371,509,0,0,0,0,0,0,pseudogene,5'3'-nucleotidase_cytosolic_pseudogene_1
ENSG00000262484,CTC-360G5.1,chr19,-,39399620,39402798,1057,0,0.119946383,0.057722778,0.176304068,0.113959998,0.285689073,protein_coding,uncharacterized_protein_LOC643669_precursor_
ENSG00000267562,CTC-421K24.1,chr17,+,35814273,35815033,443,0.281777614,0,0,0,0,0.113609236,pseudogene,-
ENSG00000267563,CTC-503J8.4,chr19,+,6259168,6259810,523,0,0,0,0,0.076772287,0,antisense,-
ENSG00000267565,CTC-559E9.8,chr19,-,20003242,20006656,403,0.72273977,0.471898237,0.605587856,1.202280001,0.996325209,1.623512637,antisense,-
ENSG00000186479,RGS7BP,chr5,+,63802084,63908139,4160,0,0,0,0,0,0,protein_coding,regulator_of_G-protein_signaling_7_binding_protein
ENSG00000138293,NCOA4,chr10,+,51565108,51590734,3735,65.75027273,64.44394781,67.51449312,77.32543495,75.13297734,77.33266661,protein_coding,nuclear_receptor_coactivator_4
ENSG00000164346,NSA2,chr5,+,74062817,74072737,1393,57.7390584,64.48383827,62.9839628,59.69195057,61.3375849,58.45810974,protein_coding,NSA2_ribosome_biogenesis_homolog_(S._cerevisiae)
ENSG00000077522,ACTN2,chr1,+,236849754,236927931,4863,0,0.013035505,0,0,0,0,protein_coding,actinin_alpha_2
ENSG00000260033,CTC-527H23.1,chr16,+,48634087,48634555,469,0.088718894,0,0,0,0.08561174,0,pseudogene,-
ENSG00000197084,LCE1C,chr1,-,152777311,152779107,695,0,0,0,0,0,0,protein_coding,late_cornified_envelope_1C
ENSG00000239223,RPL34P31,chr17,+,25601133,25601503,371,0,0,0,0,0,0,pseudogene,ribosomal_protein_L34_pseudogene_31
ENSG00000185359,HGS,chr17,+,79650356,79670168,2970,29.0843833,29.88159207,29.86965246,34.44714366,33.27065334,35.48441055,protein_coding,hepatocyte_growth_factor-regulated_tyrosine_kinase_substrate
ENSG00000205864,KRTAP5-6,chr11,+,1718425,1718985,561,0.222508883,0.112997617,0,0,0,0.179425639,protein_coding,keratin_associated_protein_5-6
ENSG00000205867,KRTAP5-2,chr11,-,1618409,1619524,1116,0,0,0,0,0,0,protein_coding,keratin_associated_protein_5-2
ENSG00000205869,KRTAP5-1,chr11,-,1605572,1606513,942,0.441710839,0.605652833,0.259078456,1.107833377,1.150850806,0.694560077,protein_coding,keratin_associated_protein_5-1
ENSG00000236400,KRTAP21-4P,chr21,-,32114098,32114913,816,0,0,0,0,0,0,pseudogene,keratin_associated_protein_21-4_pseudogene
ENSG00000241233,KRTAP5-8,chr11,+,71249071,71250253,1183,0,0,0,0,0,0,protein_coding,keratin_associated_protein_5-8
ENSG00000242771,TRBV5-2,chr7,-,142259059,142259331,273,0,0,0,0,0,0,TR_V_pseudogene,T_cell_receptor_beta_variable_5-2_(pseudogene)
ENSG00000121089,NACA3P,chr4,+,165864442,165865089,648,0,0,0,0,0,0,pseudogene,NACA_family_member_3_pseudogene
ENSG00000179909,ZNF154,chr19,-,58208735,58220579,5687,0.021949619,0,0,0.006553663,0.014120593,0.017699628,protein_coding,zinc_finger_protein_154
ENSG00000253487,IGKV2-36,chr2,-,89594990,89595212,223,0,0,0,0,0,0,IG_V_pseudogene,immunoglobulin_kappa_variable_2-36_(pseudogene)
ENSG00000253483,CTC-756D1.1,chr8,-,23340529,23341047,519,0.481030764,0.85499353,1.410704659,0.64631237,0.928367767,0.969728165,pseudogene,-
ENSG00000050438,SLC4A8,chr12,+,51785101,51902980,4395,0.776325645,0.692332158,0.666353327,0.686899905,0.484198183,0.652729654,protein_coding,solute_carrier_family_4_sodium_bicarbonate_cotransporter_member_8
ENSG00000130244,FAM98C,chr19,+,38893775,38899728,4133,8.356061865,8.282482002,7.499296408,7.106047874,6.353580077,7.391637381,protein_coding,family_with_sequence_similarity_98_member_C
ENSG00000152292,SH2D6,chr2,+,85645844,85664152,1975,0.379222734,0.192582268,0.185355878,0.056613691,0.3862715,0.229346849,protein_coding,SH2_domain_containing_6
ENSG00000120616,EPC1,chr10,-,32556679,32667726,7386,4.405410772,4.059606916,4.229440016,5.222739484,5.708028865,6.119055619,protein_coding,enhancer_of_polycomb_homolog_1_(Drosophila)
ENSG00000178694,NSUN3,chr3,+,93781760,93847389,3289,5.61704698,5.666509265,5.843444084,7.025789485,7.813079896,7.283840826,protein_coding,NOP2/Sun_domain_family_member_3
ENSG00000256667,KLRAP1,chr12,-,10741077,10752434,2118,0.589364888,0.419019492,0.547330762,0.35194221,0.265404477,0.33267445,pseudogene,killer_cell_lectin-like_receptor_subfamily_A_pseudogene_1
ENSG00000231767,MIR4426,chr1,+,192685313,192685783,471,0.353368672,0,0,0.079130955,0.255744624,0.213710793,pseudogene,microRNA_4426
ENSG00000135362,PRR5L,chr11,+,36317838,36486754,3930,0.179988737,0.161301942,0.170774234,0.151738138,0.153251549,0.089644336,protein_coding,proline_rich_5_like
ENSG00000249904,CTC-394G3.2,chr5,-,125221978,125222446,469,0,0,0,0,0,0,pseudogene,-
ENSG00000219257,NPM1P38,chr6,-,100498248,100499112,865,0,0,0,0,0,0,pseudogene,nucleophosmin_1_(nucleolar_phosphoprotein_B23_numatrin)_pseudogene_38
ENSG00000132356,PRKAA1,chr5,-,40759481,40798476,5088,19.32438043,17.91611864,19.09053824,19.7634227,19.38939324,21.3363639,protein_coding,protein_kinase_AMP-activated_alpha_1_catalytic_subunit
ENSG00000248363,CTC-261N6.1,chr5,+,85649621,85664672,581,0,0,0,0,0,0,lincRNA,-
ENSG00000248362,CTC-327F10.5,chr5,-,147265649,147266441,793,0,0,0,0,0,0,antisense,-
ENSG00000137274,BPHL,chr6,+,3118608,3153812,3723,5.31989274,5.44865222,5.998052483,8.709506211,8.487657788,7.827136269,protein_coding,biphenyl_hydrolase-like_(serine_hydrolase)
ENSG00000232381,OR52U1P,chr11,+,5740520,5741442,923,0,0,0,0,0,0,pseudogene,olfactory_receptor_family_52_subfamily_U_member_1_pseudogene
ENSG00000110900,TSPAN11,chr12,+,31079362,31149534,5505,0.151168614,0.126668173,0.221663856,0.176028643,0.175049181,0.155420737,protein_coding,tetraspanin_11
ENSG00000269069,CTC-471F3.5,chr19,-,40529291,40531409,2039,0.020406651,0.062179169,0,0.091394507,0.078767839,0.074049375,pseudogene,-
ENSG00000269067,ZNF728,chr19,-,23158270,23185978,2015,0,0,0,0,0,0,protein_coding,zinc_finger_protein_728
ENSG00000267301,RPL23AP77,chr18,-,21289789,21290251,463,0,0,0,0,0.173442358,0.10870171,pseudogene,ribosomal_protein_L23a_pseudogene_77
ENSG00000068784,SRBD1,chr2,-,45615819,45839304,3681,13.24801325,12.62322442,12.05010429,10.99591375,11.42055025,12.18229898,protein_coding,S1_RNA_binding_domain_1
ENSG00000131094,C1QL1,chr17,-,43037061,43045439,1295,4.980247078,3.818185118,2.544170448,0.805852541,1.178202644,1.010464236,protein_coding,complement_component_1_q_subcomponent-like_1
ENSG00000168066,SF1,chr11,-,64532078,64546258,3470,69.27265807,74.04219332,72.42433722,60.79309768,59.09388572,63.52753484,protein_coding,splicing_factor_1
ENSG00000189339,SLC35E2B,chr1,-,1592939,1624167,6261,9.270848059,9.740102216,9.910588897,7.774398358,7.52888317,7.998282591,protein_coding,solute_carrier_family_35_member_E2B
ENSG00000187664,HAPLN4,chr19,-,19366316,19373605,3583,0,0,0,0,0,0,protein_coding,hyaluronan_and_proteoglycan_link_protein_4
ENSG00000187667,WHAMMP3,chr15,-,23187728,23208737,3649,0,0,0,0,0,0,pseudogene,WAS_protein_homolog_associated_with_actin_golgi_membranes_and_microtubules_pseudogene_3
